name,subNum,subInit,design_values,pacman_initial_grid_x,pacman_initial_grid_y,bean_1_initial_grid_x,bean_1_initial_grid_y,bean_2_initial_grid_x,bean_2_initial_grid_y,end_condition_reason,noise_point_list,pacman_trajectory,step,second_order_intention,last_corrected_intention,second_order_intention_list,reaction_time,total_trial_time,star_grid_x,star_grid_y,condition,action
xietiantian,1,e,23,19,16,8,20,17,1,bean_1_eaten,"[5, 13, 14, 23, 25]","[(19.0, 16.0), [19.0, 15.0], [19.0, 14.0], [19.0, 13.0], [19.0, 14.0], [19.0, 13.0], [19.0, 14.0], [19.0, 15.0], [19.0, 16.0], [19.0, 17.0], [19.0, 18.0], [19.0, 19.0], [19.0, 20.0], [19.0, 19.0], [19.0, 20.0], [18.0, 20.0], [17.0, 20.0], [16.0, 20.0], [15.0, 20.0], [14.0, 20.0], [13.0, 20.0], [12.0, 20.0], [11.0, 20.0], [11.0, 19.0], [10.0, 19.0], [10.0, 20.0], [9.0, 20.0], [8.0, 20.0]]",27,2,1,"[2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0.952092170715332, 0.19313859939575195, 0.1505885124206543, 0.2902064323425293, 0.1556098461151123, 0.22165727615356445, 0.17312407493591309, 0.1536085605621338, 0.15511012077331543, 0.12859272956848145, 0.1936347484588623, 0.16163372993469238, 0.17060279846191406, 0.22716236114501953, 0.6319460868835449, 0.13309550285339355, 0.22015595436096191, 0.16562700271606445, 0.24866724014282227, 0.1511073112487793, 0.17112278938293457, 0.1390972137451172, 0.1466045379638672, 0.1390984058380127, 0.3072175979614258, 0.3352530002593994, 0.36376285552978516]",9.489070415496826,17,15,text:'unequal_distance',"[[0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0]]"
xietiantian,1,e,17,19,4,2,1,11,14,bean_1_eaten,"[2, 5, 7, 9, 14, 16, 17, 19, 20, 21, 30, 32, 34]","[(19.0, 4.0), [19.0, 3.0], [19.0, 4.0], [19.0, 3.0], [19.0, 2.0], [20.0, 2.0], [20.0, 1.0], [20.0, 1.0], [19.0, 1.0], [20.0, 1.0], [19.0, 1.0], [18.0, 1.0], [17.0, 1.0], [16.0, 1.0], [17.0, 1.0], [16.0, 1.0], [16.0, 0.0], [16.0, 0.0], [15.0, 0.0], [16.0, 0.0], [17.0, 0.0], [18.0, 0.0], [17.0, 0.0], [16.0, 0.0], [15.0, 0.0], [14.0, 0.0], [13.0, 0.0], [12.0, 0.0], [11.0, 0.0], [10.0, 0.0], [10.0, 0.0], [9.0, 0.0], [9.0, 1.0], [8.0, 1.0], [8.0, 0.0], [7.0, 0.0], [6.0, 0.0], [5.0, 0.0], [4.0, 0.0], [3.0, 0.0], [2.0, 0.0], [2.0, 1.0]]",41,1,1,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[0.7228872776031494, 0.20814943313598633, 0.12408804893493652, 0.1951596736907959, 0.20212578773498535, 0.15761208534240723, 0.2391679286956787, 0.21114802360534668, 0.17462396621704102, 0.14310550689697266, 0.15910887718200684, 0.13509726524353027, 0.2061448097229004, 0.14610600471496582, 0.13511395454406738, 0.1461009979248047, 0.17362475395202637, 0.15709376335144043, 0.15660953521728516, 0.1656184196472168, 0.266188383102417, 0.1681361198425293, 0.17415261268615723, 0.16860628128051758, 0.17562651634216309, 0.16663455963134766, 0.17712879180908203, 0.14408397674560547, 0.1340925693511963, 0.1536085605621338, 0.13809728622436523, 0.14760661125183105, 0.18362832069396973, 0.1656191349029541, 0.16411542892456055, 0.14760828018188477, 0.15561127662658691, 0.15360641479492188, 0.16561603546142578, 0.16511797904968262, 0.6514632701873779]",10.932382822036741,11,3,text:'unequal_distance',"[[0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [0.0, 1.0]]"
xietiantian,1,e,53,11,0,18,4,10,12,bean_2_eaten,"[1, 4, 6, 13, 15, 21]","[(11.0, 0.0), [10.0, 0.0], [10.0, 1.0], [10.0, 2.0], [10.0, 1.0], [10.0, 2.0], [10.0, 1.0], [10.0, 2.0], [10.0, 3.0], [10.0, 4.0], [10.0, 5.0], [10.0, 6.0], [10.0, 7.0], [10.0, 6.0], [10.0, 7.0], [11.0, 7.0], [11.0, 8.0], [11.0, 9.0], [11.0, 10.0], [11.0, 11.0], [11.0, 12.0], [12.0, 12.0], [11.0, 12.0], [10.0, 12.0]]",23,2,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[0.8124947547912598, 0.15961503982543945, 0.3302299976348877, 0.1546158790588379, 0.9836924076080322, 0.15661263465881348, 0.1365964412689209, 0.1125783920288086, 0.1345958709716797, 0.1371145248413086, 0.12407112121582031, 0.11308026313781738, 0.1365985870361328, 0.12408661842346191, 0.1035764217376709, 0.2491741180419922, 0.1656193733215332, 0.1556086540222168, 0.1821284294128418, 0.14012503623962402, 0.4222745895385742, 0.41779637336730957, 0.23566651344299316]",8.693439483642576,10,4,text:'unequal_distance',"[[0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0]]"
xietiantian,1,e,44,17,12,15,5,16,18,bean_2_eaten,"[1, 4]","[(17.0, 12.0), [16.0, 12.0], [16.0, 13.0], [16.0, 14.0], [17.0, 14.0], [17.0, 15.0], [17.0, 16.0], [17.0, 17.0], [17.0, 18.0], [16.0, 18.0]]",9,2,2,"[2, 2, 2, 2, 2, 2, 2, 2, 0]","[0.8781182765960693, 0.1761491298675537, 0.17309951782226562, 0.18715333938598633, 0.1525866985321045, 0.17062091827392578, 0.1541287899017334, 0.15709209442138672, 0.43530964851379395]",5.4911978244781485,16,11,text:'unequal_distance',"[[0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [-1.0, 0.0]]"
xietiantian,1,e,27,12,10,19,5,12,0,bean_2_eaten,"[2, 8, 9]","[(12.0, 10.0), [12.0, 9.0], [11.0, 9.0], [11.0, 8.0], [11.0, 7.0], [11.0, 6.0], [11.0, 5.0], [11.0, 4.0], [10.0, 4.0], [11.0, 4.0], [11.0, 3.0], [11.0, 2.0], [11.0, 1.0], [11.0, 0.0], [11.0, 0.0], [12.0, 0.0]]",15,2,2,"[0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 0, 0]","[0.5953953266143799, 0.173140287399292, 0.1485886573791504, 0.11407756805419922, 0.2566821575164795, 0.10407495498657227, 0.17812681198120117, 0.14009714126586914, 0.16863059997558594, 0.16810894012451172, 0.15363192558288574, 0.15058398246765137, 0.12108707427978516, 0.1581106185913086, 0.2331843376159668]",5.871488809585571,13,5,text:'unequal_distance',"[[0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [1.0, 0.0]]"
xietiantian,1,e,32,5,15,6,3,17,14,bean_1_eaten,"[4, 5, 6, 9, 11, 13, 16, 20, 23, 33, 34, 36, 37, 41]","[(5.0, 15.0), [5.0, 14.0], [5.0, 13.0], [5.0, 12.0], [4.0, 12.0], [3.0, 12.0], [4.0, 12.0], [4.0, 11.0], [4.0, 10.0], [4.0, 11.0], [4.0, 10.0], [4.0, 11.0], [5.0, 11.0], [5.0, 12.0], [5.0, 11.0], [5.0, 10.0], [4.0, 10.0], [4.0, 9.0], [4.0, 8.0], [4.0, 7.0], [4.0, 8.0], [4.0, 7.0], [4.0, 6.0], [4.0, 7.0], [4.0, 6.0], [4.0, 5.0], [4.0, 4.0], [4.0, 3.0], [4.0, 2.0], [5.0, 2.0], [6.0, 2.0], [7.0, 2.0], [7.0, 3.0], [8.0, 3.0], [9.0, 3.0], [8.0, 3.0], [8.0, 2.0], [9.0, 2.0], [8.0, 2.0], [7.0, 2.0], [6.0, 2.0], [5.0, 2.0], [5.0, 3.0], [6.0, 3.0]]",43,1,1,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 2, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]","[0.599463701248169, 0.18665075302124023, 0.14508938789367676, 0.2551765441894531, 0.2226576805114746, 0.15761137008666992, 0.13609623908996582, 0.1416001319885254, 0.1245887279510498, 0.37076425552368164, 0.20966768264770508, 0.1871170997619629, 0.20716166496276855, 0.29921388626098633, 0.17010021209716797, 0.15262699127197266, 0.14361023902893066, 0.07152390480041504, 0.15561127662658691, 0.12709379196166992, 0.12960577011108398, 0.1435844898223877, 0.12658929824829102, 0.09858918190002441, 0.12457036972045898, 0.15410900115966797, 0.12810897827148438, 0.19363689422607422, 0.6514430046081543, 0.19864368438720703, 0.1971437931060791, 0.2266550064086914, 0.46182751655578613, 0.40128636360168457, 0.21665215492248535, 0.4668421745300293, 0.24916648864746094, 0.2561821937561035, 0.2136538028717041, 0.1871335506439209, 0.6494748592376709, 1.0682499408721924, 0.31621456146240234]",13.93036699295044,6,14,text:'unequal_distance',"[[0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [0.0, 1.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [0.0, 1.0], [0.0, 1.0], [1.0, 0.0]]"
xietiantian,1,e,13,14,1,18,11,0,3,bean_1_eaten,"[1, 4, 6, 7, 11, 16, 17, 22, 25]","[(14.0, 1.0), [15.0, 1.0], [15.0, 2.0], [15.0, 3.0], [14.0, 3.0], [14.0, 4.0], [14.0, 3.0], [14.0, 2.0], [14.0, 3.0], [14.0, 4.0], [14.0, 5.0], [14.0, 4.0], [14.0, 5.0], [14.0, 6.0], [14.0, 7.0], [14.0, 8.0], [15.0, 8.0], [15.0, 7.0], [15.0, 8.0], [15.0, 9.0], [15.0, 10.0], [15.0, 11.0], [15.0, 10.0], [16.0, 10.0], [17.0, 10.0], [17.0, 11.0], [18.0, 11.0]]",26,1,1,"[0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[0.7099752426147461, 0.41179871559143066, 0.18862462043762207, 0.25518155097961426, 0.2276625633239746, 0.1506054401397705, 0.15811848640441895, 0.15462112426757812, 0.14558672904968262, 0.09606742858886719, 0.16411638259887695, 0.13809895515441895, 0.12308669090270996, 0.13309454917907715, 0.35425305366516113, 0.2857019901275635, 0.21716618537902832, 0.17061066627502441, 0.17412090301513672, 0.16361641883850098, 0.1606135368347168, 0.1446225643157959, 0.2786986827850342, 0.17460346221923828, 0.13359475135803223, 0.4453160762786865]",8.767438888549805,13,3,text:'unequal_distance',"[[0.0, -1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0]]"
xietiantian,1,e,25,18,0,17,17,2,2,bean_1_eaten,"[7, 11, 16, 17, 20, 22, 25, 28, 29, 30, 31]","[(18.0, 0.0), [18.0, 1.0], [18.0, 2.0], [18.0, 3.0], [18.0, 4.0], [18.0, 5.0], [18.0, 6.0], [18.0, 5.0], [18.0, 6.0], [18.0, 7.0], [18.0, 8.0], [19.0, 8.0], [19.0, 9.0], [19.0, 10.0], [19.0, 11.0], [19.0, 12.0], [18.0, 12.0], [18.0, 11.0], [18.0, 12.0], [18.0, 13.0], [19.0, 13.0], [19.0, 14.0], [19.0, 13.0], [19.0, 14.0], [19.0, 15.0], [20.0, 15.0], [20.0, 16.0], [20.0, 17.0], [20.0, 16.0], [20.0, 17.0], [20.0, 16.0], [20.0, 17.0], [19.0, 17.0], [18.0, 17.0], [17.0, 17.0]]",34,1,1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[0.6901910305023193, 0.16463446617126465, 0.13708043098449707, 0.22866272926330566, 0.13809609413146973, 0.13709783554077148, 0.1030726432800293, 0.13409638404846191, 0.1200861930847168, 0.12408661842346191, 0.22467803955078125, 0.279681921005249, 0.12610411643981934, 0.14708709716796875, 0.1220860481262207, 0.14760494232177734, 0.24967718124389648, 0.1451122760772705, 0.21314263343811035, 0.17812728881835938, 0.15260648727416992, 0.16662096977233887, 0.17163729667663574, 0.14810681343078613, 0.23014402389526367, 0.16011309623718262, 0.09306979179382324, 0.13609790802001953, 0.40878748893737793, 0.35875487327575684, 0.14460206031799316, 0.3932986259460449, 0.1536097526550293, 0.4893686771392822]",10.026063919067381,17,2,text:'unequal_distance',"[[0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0]]"
xietiantian,1,e,34,0,11,11,10,8,17,bean_1_eaten,"[1, 6, 9, 11]","[(0.0, 11.0), [0.0, 10.0], [1.0, 10.0], [2.0, 10.0], [3.0, 10.0], [4.0, 10.0], [4.0, 11.0], [5.0, 11.0], [6.0, 11.0], [5.0, 11.0], [6.0, 11.0], [6.0, 12.0], [7.0, 12.0], [8.0, 12.0], [9.0, 12.0], [10.0, 12.0], [11.0, 12.0], [11.0, 11.0], [11.0, 10.0]]",18,1,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[0.7765226364135742, 0.1771249771118164, 0.14460420608520508, 0.22416973114013672, 0.13158249855041504, 0.3682584762573242, 0.14760446548461914, 0.12208700180053711, 0.12508893013000488, 0.10908079147338867, 0.1410973072052002, 0.14310073852539062, 0.17362737655639648, 0.1576080322265625, 0.12459230422973633, 0.10406994819641113, 0.3337368965148926, 0.17162179946899414]",6.683632373809814,8,12,text:'unequal_distance',"[[1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [0.0, -1.0], [0.0, -1.0]]"
xietiantian,1,e,46,2,10,2,13,5,12,bean_2_eaten,[4],"[(2.0, 10.0), [3.0, 10.0], [4.0, 10.0], [5.0, 10.0], [6.0, 10.0], [6.0, 11.0], [6.0, 12.0], [5.0, 12.0]]",7,2,2,"[2, 2, 2, 0, 0, 0, 0]","[0.45229053497314453, 0.18863630294799805, 0.18268799781799316, 0.3162226676940918, 0.15060710906982422, 0.3982851505279541, 0.362778902053833]",5.06091833114624,3,12,text:'unequal_distance',"[[1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [-1.0, 0.0]]"
xietiantian,1,e,56,16,20,4,19,19,8,bean_2_eaten,"[3, 5, 6, 9, 12, 13, 17, 21, 22]","[(16.0, 20.0), [17.0, 20.0], [18.0, 20.0], [18.0, 20.0], [18.0, 19.0], [19.0, 19.0], [18.0, 19.0], [18.0, 18.0], [18.0, 17.0], [18.0, 18.0], [18.0, 17.0], [18.0, 16.0], [19.0, 16.0], [20.0, 16.0], [20.0, 15.0], [20.0, 14.0], [20.0, 13.0], [20.0, 13.0], [20.0, 12.0], [20.0, 11.0], [20.0, 10.0], [20.0, 11.0], [20.0, 12.0], [20.0, 11.0], [20.0, 10.0], [20.0, 9.0], [20.0, 8.0], [19.0, 8.0]]",27,2,2,"[2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0]","[0.4392814636230469, 0.19113707542419434, 0.40128397941589355, 0.34374427795410156, 0.15712833404541016, 0.26917505264282227, 0.23366546630859375, 0.13809609413146973, 0.14710712432861328, 0.11157727241516113, 0.13309860229492188, 0.2326793670654297, 0.15108776092529297, 0.062044382095336914, 0.14960932731628418, 0.15910935401916504, 0.12609171867370605, 0.2131490707397461, 0.2786989212036133, 0.1416013240814209, 0.1556103229522705, 0.37476468086242676, 0.17862677574157715, 0.10407686233520508, 0.14860296249389648, 0.13959813117980957, 0.43731141090393066]",8.626232862472534,17,19,text:'unequal_distance',"[[1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [-1.0, 0.0]]"
xietiantian,1,e,15,1,14,10,15,2,3,bean_1_eaten,"[1, 3, 5, 9]","[(1.0, 14.0), [1.0, 13.0], [2.0, 13.0], [2.0, 14.0], [3.0, 14.0], [3.0, 15.0], [4.0, 15.0], [5.0, 15.0], [6.0, 15.0], [6.0, 14.0], [7.0, 14.0], [8.0, 14.0], [9.0, 14.0], [10.0, 14.0], [10.0, 15.0]]",14,1,1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0.7805583477020264, 0.17561960220336914, 0.1436021327972412, 0.10757851600646973, 0.14760375022888184, 0.15010619163513184, 0.15310883522033691, 0.13859820365905762, 0.134596586227417, 0.12708735466003418, 0.38027143478393555, 0.10257315635681152, 0.17662382125854492, 0.4223005771636963]",6.146662712097168,2,13,text:'unequal_distance',"[[1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [0.0, 1.0]]"
xietiantian,1,e,16,15,20,18,6,9,7,bean_2_eaten,"[1, 2, 7, 13, 14, 23, 24]","[(15.0, 20.0), [15.0, 19.0], [14.0, 19.0], [14.0, 18.0], [14.0, 17.0], [14.0, 16.0], [14.0, 15.0], [14.0, 16.0], [14.0, 15.0], [14.0, 14.0], [14.0, 13.0], [14.0, 12.0], [14.0, 11.0], [14.0, 12.0], [14.0, 13.0], [14.0, 12.0], [14.0, 11.0], [14.0, 10.0], [14.0, 9.0], [14.0, 8.0], [14.0, 7.0], [13.0, 7.0], [12.0, 7.0], [12.0, 8.0], [13.0, 8.0], [12.0, 8.0], [11.0, 8.0], [10.0, 8.0], [9.0, 8.0], [9.0, 7.0]]",29,1,2,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 0]","[0.6535232067108154, 0.27169084548950195, 0.2386488914489746, 0.17562484741210938, 0.12458968162536621, 0.14460301399230957, 0.0840597152709961, 0.14210224151611328, 0.15812921524047852, 0.11408066749572754, 0.13507914543151855, 0.24216890335083008, 0.2872045040130615, 0.17512726783752441, 0.15560698509216309, 0.16411685943603516, 0.15711045265197754, 0.16263461112976074, 0.15008831024169922, 0.16213321685791016, 0.2776787281036377, 0.16611838340759277, 0.14009809494018555, 0.1446070671081543, 0.13158893585205078, 0.1491255760192871, 0.16161346435546875, 0.23515105247497559, 0.3492450714111328]",8.661937952041626,14,7,text:'unequal_distance',"[[1.0, 0.0], [1.0, 0.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [0.0, -1.0]]"
xietiantian,1,e,49,16,20,7,6,18,1,bean_2_eaten,"[8, 13, 14, 15, 17, 18, 23, 29]","[(16.0, 20.0), [16.0, 19.0], [16.0, 18.0], [16.0, 17.0], [16.0, 16.0], [16.0, 15.0], [16.0, 14.0], [16.0, 13.0], [16.0, 14.0], [16.0, 13.0], [16.0, 12.0], [16.0, 11.0], [16.0, 10.0], [15.0, 10.0], [16.0, 10.0], [16.0, 11.0], [16.0, 10.0], [17.0, 10.0], [18.0, 10.0], [18.0, 9.0], [18.0, 8.0], [18.0, 7.0], [18.0, 6.0], [17.0, 6.0], [17.0, 5.0], [17.0, 4.0], [17.0, 3.0], [17.0, 2.0], [17.0, 1.0], [16.0, 1.0], [17.0, 1.0], [18.0, 1.0]]",31,2,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[0.6369740962982178, 0.16611361503601074, 0.15611004829406738, 0.12957382202148438, 0.2301650047302246, 0.16861772537231445, 0.07255363464355469, 0.27919507026672363, 0.18613243103027344, 0.1771259307861328, 0.1656191349029541, 0.17013788223266602, 0.17160415649414062, 0.16111326217651367, 0.17962932586669922, 0.16811919212341309, 0.19613933563232422, 0.1746218204498291, 0.15711164474487305, 0.17664265632629395, 0.17560744285583496, 0.17212295532226562, 0.1706244945526123, 0.19465184211730957, 0.16810131072998047, 0.17612528800964355, 0.17962861061096191, 0.18112683296203613, 0.33423709869384766, 0.3727841377258301, 0.2061455249786377]",9.263119459152223,15,6,text:'unequal_distance',"[[0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0]]"
xietiantian,1,e,43,13,20,10,18,13,17,bean_2_eaten,[],"[(13.0, 20.0), (13.0, 20.0), (13.0, 20.0), [13.0, 19.0], [13.0, 18.0], [13.0, 17.0]]",5,2,2,"[0, 0, 0, 0, 2]","[0.4908444881439209, 0.14612221717834473, 0.4137752056121826, 0.1594371795654297, 0.23569440841674805]",4.452860116958618,12,18,text:'unequal_distance',"[[0.0, 1.0], [0.0, 1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0]]"
