name,subNum,subInit,design_values,pacman_initial_grid_x,pacman_initial_grid_y,bean_1_initial_grid_x,bean_1_initial_grid_y,bean_2_initial_grid_x,bean_2_initial_grid_y,end_condition_reason,noise_point_list,pacman_trajectory,step,second_order_intention,last_corrected_intention,second_order_intention_list,reaction_time,total_trial_time,star_grid_x,star_grid_y,condition,action
wangshujing,1,e,8,3,7,19,4,14,13,bean_2_eaten,"[1, 3, 5, 7, 8, 9, 13, 14, 21, 24, 25, 29, 30, 34, 36]","[(3.0, 7.0), [2.0, 7.0], [3.0, 7.0], [3.0, 6.0], [4.0, 6.0], [4.0, 7.0], [5.0, 7.0], [5.0, 6.0], [4.0, 6.0], [4.0, 5.0], [5.0, 5.0], [6.0, 5.0], [7.0, 5.0], [7.0, 6.0], [7.0, 7.0], [8.0, 7.0], [9.0, 7.0], [10.0, 7.0], [11.0, 7.0], [12.0, 7.0], [13.0, 7.0], [13.0, 8.0], [13.0, 9.0], [13.0, 10.0], [13.0, 9.0], [12.0, 9.0], [12.0, 10.0], [12.0, 11.0], [12.0, 12.0], [11.0, 12.0], [10.0, 12.0], [11.0, 12.0], [12.0, 12.0], [13.0, 12.0], [13.0, 13.0], [13.0, 14.0], [13.0, 13.0], [13.0, 12.0], [14.0, 12.0], [14.0, 13.0]]",39,2,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 1, 0, 2]","[0.6949946880340576, 0.2226552963256836, 0.19063735008239746, 0.20764589309692383, 0.19263720512390137, 0.21015262603759766, 0.18963098526000977, 0.20164275169372559, 0.20964884757995605, 0.20014190673828125, 0.16912007331848145, 0.2061469554901123, 0.18865537643432617, 0.1861128807067871, 0.19663691520690918, 0.18062782287597656, 0.19263839721679688, 0.20764541625976562, 0.2016439437866211, 0.1486043930053711, 0.40428972244262695, 0.29021334648132324, 0.2521703243255615, 0.1871335506439209, 0.21164870262145996, 0.15061068534851074, 0.20914483070373535, 0.20264387130737305, 0.1856532096862793, 0.3682441711425781, 0.3422377109527588, 0.22265911102294922, 0.19614005088806152, 0.19813919067382812, 0.2471785545349121, 0.5193653106689453, 0.2857038974761963, 0.34674572944641113, 0.3022170066833496]",12.52288579940796,14,6,text:'unequal_distance',"[[1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [0.0, 1.0], [1.0, 0.0], [0.0, -1.0], [1.0, 0.0], [0.0, 1.0]]"
wangshujing,1,e,54,1,5,11,0,10,13,bean_1_eaten,[7],"[(1.0, 5.0), [2.0, 5.0], [3.0, 5.0], [4.0, 5.0], [5.0, 5.0], [6.0, 5.0], [7.0, 5.0], [7.0, 4.0], [8.0, 4.0], [9.0, 4.0], [10.0, 4.0], [10.0, 3.0], [10.0, 2.0], [10.0, 1.0], [10.0, 0.0], [11.0, 0.0]]",15,1,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[0.9972076416015625, 0.22215914726257324, 0.20264267921447754, 0.18763256072998047, 0.18613338470458984, 0.1771249771118164, 0.17362332344055176, 0.21515274047851562, 0.20464730262756348, 0.2156529426574707, 0.49184679985046387, 0.2446737289428711, 0.21765446662902832, 0.16611790657043457, 0.36776161193847656]",7.273161649703979,10,6,text:'unequal_distance',"[[1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [1.0, 0.0]]"
wangshujing,1,e,9,19,5,0,3,13,18,bean_1_eaten,"[5, 11, 13, 16, 17, 18, 20, 23, 27]","[(19.0, 5.0), [18.0, 5.0], [17.0, 5.0], [16.0, 5.0], [15.0, 5.0], [15.0, 4.0], [14.0, 4.0], [13.0, 4.0], [12.0, 4.0], [11.0, 4.0], [10.0, 4.0], [10.0, 3.0], [9.0, 3.0], [9.0, 4.0], [8.0, 4.0], [7.0, 4.0], [7.0, 3.0], [7.0, 4.0], [8.0, 4.0], [7.0, 4.0], [7.0, 5.0], [6.0, 5.0], [5.0, 5.0], [6.0, 5.0], [5.0, 5.0], [4.0, 5.0], [3.0, 5.0], [4.0, 5.0], [3.0, 5.0], [2.0, 5.0], [1.0, 5.0], [0.0, 5.0], [0.0, 4.0], [0.0, 3.0]]",33,1,1,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0.9426703453063965, 0.20664429664611816, 0.18413066864013672, 0.18663263320922852, 0.18913555145263672, 0.23917198181152344, 0.3562493324279785, 0.2466745376586914, 0.20314621925354004, 0.21665215492248535, 0.17862653732299805, 0.18213152885437012, 0.17812418937683105, 0.18413424491882324, 0.17662382125854492, 0.1821303367614746, 0.1911327838897705, 0.18963623046875, 0.18713068962097168, 0.20814752578735352, 0.18262982368469238, 0.18015265464782715, 0.18860936164855957, 0.17112135887145996, 0.1746234893798828, 0.1706244945526123, 0.16311264038085938, 0.18413209915161133, 0.1846299171447754, 0.17112112045288086, 0.18663501739501953, 0.31972646713256836, 0.22616052627563477]",10.33533525466919,13,4,text:'unequal_distance',"[[-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [0.0, -1.0], [0.0, -1.0]]"
wangshujing,1,e,25,0,8,4,15,6,5,bean_1_eaten,"[7, 8, 11]","[(0.0, 8.0), [1.0, 8.0], [2.0, 8.0], [3.0, 8.0], [4.0, 8.0], [4.0, 9.0], [4.0, 10.0], [5.0, 10.0], [6.0, 10.0], [6.0, 11.0], [6.0, 12.0], [6.0, 11.0], [6.0, 12.0], [6.0, 13.0], [6.0, 14.0], [6.0, 15.0], [5.0, 15.0], [4.0, 15.0]]",17,1,1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0.7530553340911865, 0.20762968063354492, 0.1721184253692627, 0.18112921714782715, 0.24717450141906738, 0.2276620864868164, 0.1536083221435547, 0.17112159729003906, 0.20414495468139648, 0.1676187515258789, 0.18613195419311523, 0.1661214828491211, 0.17412257194519043, 0.20614385604858398, 0.17212438583374023, 0.2121739387512207, 0.216627836227417]",6.82185959815979,4,9,text:'unequal_distance',"[[1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [-1.0, 0.0], [-1.0, 0.0]]"
wangshujing,1,e,52,19,16,14,20,13,15,bean_2_eaten,"[3, 6, 8, 9, 12, 13, 15, 17]","[(19.0, 16.0), [18.0, 16.0], [17.0, 16.0], [17.0, 15.0], [16.0, 15.0], [15.0, 15.0], [15.0, 16.0], [14.0, 16.0], [15.0, 16.0], [16.0, 16.0], [15.0, 16.0], [14.0, 16.0], [15.0, 16.0], [15.0, 15.0], [14.0, 15.0], [14.0, 16.0], [13.0, 16.0], [13.0, 17.0], [13.0, 16.0], [13.0, 15.0]]",19,2,2,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 2, 2, 2, 2, 2]","[0.7290174961090088, 0.20815062522888184, 0.14812660217285156, 0.174102783203125, 0.1841275691986084, 0.23418974876403809, 0.20612239837646484, 0.21617794036865234, 0.31119632720947266, 0.21265149116516113, 0.20814800262451172, 0.20464587211608887, 0.3067162036895752, 0.2011427879333496, 0.32022953033447266, 0.32222604751586914, 0.36826205253601074, 0.4503195285797119, 0.19864225387573242]",8.207326889038086,14,17,text:'unequal_distance',"[[-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0]]"
wangshujing,1,e,10,9,7,0,13,15,18,bean_2_eaten,"[3, 12, 14, 21, 22, 25]","[(9.0, 7.0), [9.0, 8.0], [9.0, 9.0], [9.0, 8.0], [9.0, 9.0], [9.0, 10.0], [9.0, 11.0], [9.0, 12.0], [9.0, 13.0], [9.0, 14.0], [9.0, 15.0], [9.0, 16.0], [8.0, 16.0], [8.0, 17.0], [8.0, 16.0], [9.0, 16.0], [10.0, 16.0], [11.0, 16.0], [12.0, 16.0], [13.0, 16.0], [14.0, 16.0], [14.0, 15.0], [14.0, 16.0], [15.0, 16.0], [15.0, 17.0], [16.0, 17.0], [16.0, 18.0], [15.0, 18.0]]",27,2,2,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0]","[0.8556067943572998, 0.20414423942565918, 0.16962027549743652, 0.18213224411010742, 0.17812299728393555, 0.19014310836791992, 0.17661786079406738, 0.17562437057495117, 0.2706947326660156, 0.32172727584838867, 0.20014047622680664, 0.17412424087524414, 0.18312954902648926, 0.4288043975830078, 0.34226489067077637, 0.20412254333496094, 0.18913531303405762, 0.19713926315307617, 0.17812752723693848, 0.1866319179534912, 0.20414376258850098, 0.350750207901001, 0.20714831352233887, 0.42329931259155273, 0.2131493091583252, 0.4127936363220215, 0.258683443069458]",10.081154346466061,10,13,text:'unequal_distance',"[[0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [-1.0, 0.0]]"
wangshujing,1,e,37,19,0,19,15,3,1,bean_1_eaten,"[2, 5, 12, 15, 21]","[(19.0, 0.0), [18.0, 0.0], [17.0, 0.0], [17.0, 1.0], [17.0, 2.0], [18.0, 2.0], [18.0, 3.0], [18.0, 4.0], [18.0, 5.0], [18.0, 6.0], [18.0, 7.0], [18.0, 8.0], [18.0, 7.0], [18.0, 8.0], [18.0, 9.0], [18.0, 8.0], [18.0, 9.0], [18.0, 10.0], [18.0, 11.0], [18.0, 12.0], [18.0, 13.0], [18.0, 12.0], [18.0, 13.0], [18.0, 14.0], [18.0, 15.0], [19.0, 15.0]]",25,2,1,"[2, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0.5523746013641357, 0.7505309581756592, 0.19814300537109375, 0.16561532020568848, 0.17612504959106445, 0.20214366912841797, 0.14562702178955078, 0.1921372413635254, 0.17960238456726074, 0.17362332344055176, 0.17112183570861816, 0.21215057373046875, 0.16114044189453125, 0.20812368392944336, 0.18562936782836914, 0.19363808631896973, 0.18613290786743164, 0.1841294765472412, 0.16661763191223145, 0.17612743377685547, 0.16861844062805176, 0.2646901607513428, 0.20614290237426758, 0.1726229190826416, 0.368762731552124]",8.764700412750244,18,1,text:'unequal_distance',"[[-1.0, 0.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [1.0, 0.0]]"
wangshujing,1,e,42,6,14,11,12,0,11,bean_1_eaten,[5],"[(6.0, 14.0), [7.0, 14.0], [8.0, 14.0], [9.0, 14.0], [10.0, 14.0], [10.0, 15.0], [10.0, 14.0], [10.0, 13.0], [10.0, 12.0], [11.0, 12.0]]",9,1,1,"[1, 1, 1, 1, 1, 0, 0, 0, 1]","[0.7174904346466064, 0.20814943313598633, 0.1866309642791748, 0.2021656036376953, 0.19814300537109375, 0.25415539741516113, 0.2526814937591553, 0.1821274757385254, 0.33223724365234375]",5.536911249160767,5,12,text:'unequal_distance',"[[1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [1.0, 0.0]]"
wangshujing,1,e,24,9,20,8,15,12,19,bean_2_eaten,"[1, 3, 4]","[(9.0, 20.0), [9.0, 19.0], [10.0, 19.0], [10.0, 20.0], [9.0, 20.0], [10.0, 20.0], [11.0, 20.0], [12.0, 20.0], [12.0, 19.0]]",8,2,2,"[2, 2, 2, 2, 2, 2, 2, 0]","[1.1497974395751953, 0.5068602561950684, 0.1866319179534912, 0.18965530395507812, 0.18911337852478027, 0.19463849067687988, 0.21015167236328125, 0.4358067512512207]",6.066288232803345,8,19,text:'unequal_distance',"[[1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [0.0, -1.0]]"
wangshujing,1,e,23,1,11,2,8,2,12,bean_2_eaten,"[1, 2, 4, 6, 8, 11]","[(1.0, 11.0), [1.0, 12.0], [1.0, 11.0], [2.0, 11.0], [2.0, 10.0], [2.0, 11.0], [2.0, 10.0], [2.0, 11.0], [3.0, 11.0], [3.0, 12.0], [3.0, 13.0], [3.0, 12.0], [2.0, 12.0]]",12,2,2,"[0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 0]","[0.7460129261016846, 0.5618982315063477, 0.3642575740814209, 0.3692610263824463, 0.4378199577331543, 0.22665166854858398, 0.21715402603149414, 0.19313812255859375, 0.20714616775512695, 0.21014928817749023, 0.267714262008667, 0.47181057929992676]",7.276144742965697,2,10,text:'unequal_distance',"[[1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [-1.0, 0.0], [-1.0, 0.0]]"
wangshujing,1,e,39,10,10,3,14,15,14,bean_2_eaten,"[4, 5, 8]","[(10.0, 10.0), [11.0, 10.0], [12.0, 10.0], [13.0, 10.0], [12.0, 10.0], [12.0, 11.0], [13.0, 11.0], [14.0, 11.0], [14.0, 12.0], [14.0, 13.0], [15.0, 13.0], [15.0, 14.0]]",11,2,2,"[2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 0]","[1.7597501277923584, 0.19263696670532227, 0.20214176177978516, 0.18062853813171387, 0.17862677574157715, 0.30771946907043457, 0.2156515121459961, 0.1916365623474121, 0.36826181411743164, 0.29421186447143555, 0.2917046546936035]",7.186099529266357,9,14,text:'unequal_distance',"[[1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [0.0, 1.0], [1.0, 0.0], [0.0, 1.0]]"
wangshujing,1,e,35,12,15,1,10,0,17,bean_1_eaten,"[2, 4, 7, 8, 12, 18, 20, 21, 24]","[(12.0, 15.0), [11.0, 15.0], [11.0, 14.0], [10.0, 14.0], [10.0, 13.0], [9.0, 13.0], [8.0, 13.0], [8.0, 14.0], [8.0, 13.0], [7.0, 13.0], [6.0, 13.0], [5.0, 13.0], [5.0, 14.0], [4.0, 14.0], [3.0, 14.0], [2.0, 14.0], [1.0, 14.0], [1.0, 13.0], [0.0, 13.0], [0.0, 12.0], [1.0, 12.0], [0.0, 12.0], [0.0, 11.0], [0.0, 10.0], [0.0, 10.0], [1.0, 10.0]]",25,1,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0.5213696956634521, 0.19013452529907227, 0.17912697792053223, 0.19113540649414062, 0.1801300048828125, 0.1871333122253418, 0.1866321563720703, 0.2016451358795166, 0.1866297721862793, 0.1871352195739746, 0.1866283416748047, 0.216156005859375, 0.1986386775970459, 0.18913602828979492, 0.18062949180603027, 0.18062496185302734, 0.49034905433654785, 0.186631441116333, 0.16113615036010742, 0.1811063289642334, 0.1996445655822754, 0.335735559463501, 0.20664644241333008, 0.3842742443084717, 0.5373804569244385]",9.048920392990114,1,14,text:'unequal_distance',"[[-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [-1.0, 0.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [1.0, 0.0], [1.0, 0.0]]"
wangshujing,1,e,3,9,5,8,16,15,9,bean_2_eaten,[],"[(9.0, 5.0), [10.0, 5.0], [11.0, 5.0], [12.0, 5.0], [13.0, 5.0], [14.0, 5.0], [15.0, 5.0], [15.0, 6.0], [15.0, 7.0], [15.0, 8.0], [15.0, 9.0]]",10,2,2,"[2, 2, 2, 2, 2, 2, 0, 0, 0, 0]","[0.7160086631774902, 0.21465134620666504, 0.19964122772216797, 0.22766399383544922, 0.21116948127746582, 0.39826083183288574, 0.2351682186126709, 0.22716021537780762, 0.1866321563720703, 0.1821300983428955]",5.800616025924683,8,9,text:'unequal_distance',"[[1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0]]"
xietiantian,1,e,38,15,20,3,19,18,8,bean_2_eaten,[],"[(15.0, 20.0), [16.0, 20.0], [17.0, 20.0], [18.0, 20.0], [18.0, 19.0], [18.0, 18.0], [18.0, 17.0], [18.0, 16.0], [18.0, 15.0], [18.0, 14.0], [18.0, 13.0], [18.0, 12.0], [18.0, 11.0], [18.0, 10.0], [18.0, 9.0], [18.0, 8.0]]",15,2,2,"[2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[0.4798281192779541, 0.3512389659881592, 0.47282958030700684, 0.2897040843963623, 0.19614028930664062, 0.18112659454345703, 0.2957112789154053, 0.2036440372467041, 0.1365978717803955, 0.1556100845336914, 0.16711735725402832, 0.22365975379943848, 0.24367141723632812, 0.1756439208984375, 0.33672332763671875]",6.916362524032593,16,19,text:'unequal_distance',"[[1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0]]"
xietiantian,1,e,14,6,13,17,15,12,4,bean_2_eaten,"[1, 3, 4, 6, 8, 10, 12, 15, 16, 20, 27, 29, 31]","[(6.0, 13.0), [6.0, 12.0], [7.0, 12.0], [7.0, 13.0], [6.0, 13.0], [7.0, 13.0], [6.0, 13.0], [7.0, 13.0], [7.0, 14.0], [8.0, 14.0], [7.0, 14.0], [8.0, 14.0], [8.0, 15.0], [9.0, 15.0], [10.0, 15.0], [10.0, 14.0], [9.0, 14.0], [10.0, 14.0], [11.0, 14.0], [12.0, 14.0], [12.0, 15.0], [12.0, 14.0], [12.0, 13.0], [12.0, 12.0], [12.0, 11.0], [12.0, 10.0], [12.0, 9.0], [11.0, 9.0], [11.0, 8.0], [12.0, 8.0], [12.0, 7.0], [12.0, 8.0], [12.0, 7.0], [12.0, 6.0], [12.0, 5.0], [12.0, 4.0]]",35,1,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[0.5298800468444824, 0.1991405487060547, 0.18915152549743652, 0.13357782363891602, 0.280198335647583, 0.21917247772216797, 0.1701037883758545, 0.16861915588378906, 0.17562437057495117, 0.1556105613708496, 0.16511797904968262, 0.1656169891357422, 0.34174156188964844, 0.1581125259399414, 0.17612457275390625, 0.30171632766723633, 0.1696181297302246, 0.14111804962158203, 0.46130967140197754, 0.3617570400238037, 0.46432971954345703, 0.20464730262756348, 0.1756424903869629, 0.13457489013671875, 0.2641880512237549, 0.3572535514831543, 0.17464780807495117, 0.15758752822875977, 0.34424734115600586, 0.26470327377319336, 0.28168225288391113, 0.28271913528442383, 0.3182096481323242, 0.5974206924438477, 0.24919629096984863]",11.940666675567632,12,12,text:'unequal_distance',"[[1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0]]"
xietiantian,1,e,21,1,9,2,5,5,12,bean_1_eaten,"[1, 4, 7, 8]","[(1.0, 9.0), [1.0, 8.0], [0.0, 8.0], [0.0, 7.0], [0.0, 8.0], [0.0, 7.0], [0.0, 6.0], [0.0, 6.0], [0.0, 6.0], [1.0, 6.0], [1.0, 5.0], [2.0, 5.0]]",11,1,1,"[0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0]","[0.45812511444091797, 0.26469898223876953, 0.3926398754119873, 0.26218748092651367, 0.2691926956176758, 0.21715331077575684, 0.24918127059936523, 0.35175371170043945, 0.6509699821472168, 0.4978361129760742, 0.26218628883361816]",6.885196208953857,2,10,text:'unequal_distance',"[[-1.0, 0.0], [-1.0, 0.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [0.0, -1.0], [1.0, 0.0], [1.0, 0.0], [0.0, -1.0], [1.0, 0.0]]"
xietiantian,1,e,12,14,7,15,19,19,15,bean_2_eaten,"[1, 4, 5, 11, 12, 17, 19, 20]","[(14.0, 7.0), [14.0, 8.0], [15.0, 8.0], [16.0, 8.0], [15.0, 8.0], [15.0, 9.0], [16.0, 9.0], [17.0, 9.0], [18.0, 9.0], [19.0, 9.0], [20.0, 9.0], [19.0, 9.0], [20.0, 9.0], [20.0, 10.0], [20.0, 11.0], [20.0, 12.0], [20.0, 13.0], [19.0, 13.0], [19.0, 14.0], [18.0, 14.0], [19.0, 14.0], [19.0, 15.0]]",21,2,2,"[0, 0, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.5809144973754883, 0.19463682174682617, 0.18414926528930664, 0.17810702323913574, 0.14710783958435059, 0.14561963081359863, 0.1605997085571289, 0.1506025791168213, 0.13759708404541016, 0.16211533546447754, 0.7125046253204346, 0.17862772941589355, 0.13509559631347656, 0.11360049247741699, 0.14458322525024414, 0.14560246467590332, 0.15511083602905273, 0.15662813186645508, 0.45931124687194824, 0.46884727478027344, 0.511845588684082]",8.229822874069214,15,15,text:'unequal_distance',"[[1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0]]"
xietiantian,1,e,2,3,2,10,5,1,12,bean_1_eaten,"[8, 9, 11, 12, 14]","[(3.0, 2.0), [4.0, 2.0], [5.0, 2.0], [6.0, 2.0], [7.0, 2.0], [8.0, 2.0], [9.0, 2.0], [10.0, 2.0], [10.0, 1.0], [10.0, 0.0], [10.0, 1.0], [11.0, 1.0], [12.0, 1.0], [12.0, 2.0], [11.0, 2.0], [11.0, 3.0], [11.0, 4.0], [11.0, 5.0], [10.0, 5.0]]",18,1,1,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.47498154640197754, 0.21467113494873047, 0.1511075496673584, 0.15511107444763184, 0.14508318901062012, 0.1561281681060791, 0.26668858528137207, 0.29169535636901855, 0.19715213775634766, 0.19662857055664062, 0.18012118339538574, 0.17112183570861816, 0.17812776565551758, 0.1726219654083252, 0.2136516571044922, 0.18114519119262695, 0.21065020561218262, 0.48532652854919434]",7.050801992416383,2,5,text:'unequal_distance',"[[1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [1.0, 0.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [0.0, 1.0], [-1.0, 0.0]]"
